"grappe","menage","vague","s16aq00","s16aq02","s16aq03","s16aq04","s16aq05","s16aq06","s16aq07","s16aq08","s16aq08_autre","s16aq09a","s16aq09b","s16aq10","s16aq10_autre","s16aq11","s16aq12","s16aq12_autre","s16aq13","s16aq13_autre","s16aq14__0","s16aq14__1","s16aq14__2","s16aq14__3","s16aq14__4","s16aq14__5","s16aq14__6","s16aq14__7","s16aq14a__0","s16aq14a__1","s16aq14b__0","s16aq14b__1","s16aq15","s16aq16","s16aq16_autre","s16aq17","s16aq17_autre","s16aq18","s16aq18_autre","s16aq19","s16aq19_autre","s16aq20","s16aq21","s16aq22","s16aq23","s16aq23_autre","s16aq24a","s16aq24b","s16aq24b_autre","s16aq25","s16aq26","s16aq27","s16aq28","s16aq29a1","s16aq29a2","s16aq29a2_autre","s16aq29b1","s16aq29b2","s16aq29b2_autre","s16aq29c1","s16aq29c2","s16aq29c2_autre","s16aq29d1","s16aq29d2","s16aq29d2_autre","s16aq30","s16aq31a1","s16aq31a2","s16aq31b1","s16aq31b2","s16aq31c1","s16aq31c2","s16aq31d1","s16aq31d2","s16aq32","s16aq33b_1","s16aq33a_1","s16aq33b_2","s16aq33a_2","s16aq33b_3","s16aq33a_3","s16aq33b_4","s16aq33a_4","s16aq33b_5","s16aq33a_5","s16aq33b_6","s16aq33a_6","s16aq33b_7","s16aq33a_7","s16aq33b_8","s16aq33a_8","s16aq33b_9","s16aq33a_9","s16aq33b_10","s16aq33a_10","s16aq33b_11","s16aq33a_11","s16aq33b_12","s16aq33a_12","s16aq33b_13","s16aq33a_13","s16aq33b_14","s16aq33a_14","s16aq33b_15","s16aq33a_15","s16aq33b_16","s16aq33a_16","s16aq33b_17","s16aq33a_17","s16aq33b_18","s16aq33a_18","s16aq33b_19","s16aq33a_19","s16aq33b_20","s16aq33a_20","s16aq33b_21","s16aq33a_21","s16aq33b_22","s16aq33a_22","s16aq33b_23","s16aq33a_23","s16aq33b_24","s16aq33a_24","s16aq34","s16aq35b_1","s16aq35a_1","s16aq35b_2","s16aq35a_2","s16aq35b_3","s16aq35a_3","s16aq35b_4","s16aq35a_4","s16aq35b_5","s16aq35a_5","s16aq35b_6","s16aq35a_6","s16aq35b_7","s16aq35a_7","s16aq35b_8","s16aq35a_8","s16aq35b_9","s16aq35a_9","s16aq35b_10","s16aq35a_10","s16aq35b_11","s16aq35a_11","s16aq35b_12","s16aq35a_12","s16aq35b_13","s16aq35a_13","s16aq35b_14","s16aq35a_14","s16aq35b_15","s16aq35a_15","s16aq35b_16","s16aq35a_16","s16aq35b_17","s16aq35a_17","s16aq35b_18","s16aq35a_18","s16aq35b_19","s16aq35a_19","s16aq35b_20","s16aq35a_20","s16aq35b_21","s16aq35a_21","s16aq35b_22","s16aq35a_22","s16aq35b_23","s16aq35a_23","s16aq35b_24","s16aq35a_24","s16aq35b_25","s16aq35a_25","s16aq35b_26","s16aq35a_26","s16aq35b_27","s16aq35a_27","s16aq35b_28","s16aq35a_28","s16aq36","s16aq37b_1","s16aq37a_1","s16aq37b_2","s16aq37a_2","s16aq37b_3","s16aq37a_3","s16aq37b_4","s16aq37a_4","s16aq37b_5","s16aq37a_5","s16aq37b_6","s16aq37a_6","s16aq37b_7","s16aq37a_7","s16aq37b_8","s16aq37a_8","s16aq37b_9","s16aq37a_9","s16aq37b_10","s16aq37a_10","s16aq37b_11","s16aq37a_11","s16aq37b_12","s16aq37a_12","s16aq37b_13","s16aq37a_13","s16aq37b_14","s16aq37a_14","s16aq37b_15","s16aq37a_15","s16aq37b_16","s16aq37a_16","s16aq37b_17","s16aq37a_17","s16aq37b_18","s16aq37a_18","s16aq37b_19","s16aq37a_19","s16aq37b_20","s16aq37a_20","s16aq37b_21","s16aq37a_21","s16aq37b_22","s16aq37a_22","s16aq37b_23","s16aq37a_23","s16aq37b_24","s16aq37a_24","s16aq37b_25","s16aq37a_25","s16aq37b_26","s16aq37a_26","s16aq37b_27","s16aq37a_27","s16aq37b_28","s16aq37a_28","s16aq37b_29","s16aq37a_29","s16aq37b_30","s16aq37a_30","s16aq37b_31","s16aq37a_31","s16aq37b_32","s16aq37a_32","s16aq37b_33","s16aq37a_33","s16aq38","s16aq39a_1","s16aq39b_1","s16aq39c_1","s16aq39a_2","s16aq39b_2","s16aq39c_2","s16aq39a_3","s16aq39b_3","s16aq39c_3","s16aq39a_4","s16aq39b_4","s16aq39c_4","s16aq40","s16aq41a_1","s16aq41b_1","s16aq41c_1","s16aq41a_2","s16aq41b_2","s16aq41c_2","s16aq41a_3","s16aq41b_3","s16aq41c_3","s16aq41a_4","s16aq41b_4","s16aq41c_4","s16aq42","s16aq43a_1","s16aq43b_1","s16aq43c_1","s16aq43a_2","s16aq43b_2","s16aq43c_2","s16aq43a_3","s16aq43b_3","s16aq43c_3","s16aq43a_4","s16aq43b_4","s16aq43c_4","s16aq44","s16aq45","s16aq47","s16aq48","s16aq48_autre"
189,5,1,1,1,1,3,2,,1,11,,0.5,2,1,,1,1,,5,,1,,,,,,,,1,,1,,2,,,5,,3,,3,,1,8,2,,,,,,2,,1,2,0.5,3,,0,,,0.5,3,,0,,,1,0,,0,,0,,1,4,1,3,1,3,2,3,3,2,5,3,6,2,8,3,9,3,11,3,14,2,15,3,16,3,19,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,4,1,0.0716,,
189,5,1,1,1,2,3,1,1,1,4,,0.5,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,1,,3,,2,,1,15,2,,,,,,2,,1,2,40,1,,0,,,40,1,,0,,,2,,,,,,,,,1,2,1,2,3,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,4,1,0.111,,
189,6,1,1,1,1,5,2,,1,33,,0.5,1,1,,21,2,,7,,,,,,,,,,,,,,2,,,2,,3,,3,,1,2,2,,,,,,2,,1,1,20,1,,0,,,0,,,0,,,2,,,,,,,,,1,1,2,1,3,1,4,1,5,1,7,1,9,1,20,1,21,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,11,3,8,5,8,7,8,9,8,14,8,15,5,21,8,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,4,1,0.4698,,
189,6,1,1,2,1,21,2,,2,15,,0.25,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,5,,3,,3,,1,2,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,2,1,2,3,2,9,2,14,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,8,2,8,3,8,4,6,5,8,8,8,9,8,14,8,21,8,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.2457,,
189,7,1,1,1,1,1,1,1,2,15,,0.5,1,2,,,,,,,,,,,,,,,,,,,,,,2,,3,,2,,2,30,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,30,1,30,3,20,4,20,5,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,1,8,3,8,4,8,5,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.0331,,
189,8,1,1,2,1,1,1,2,1,15,,3000,2,2,,,,,,,,,,,,,,,,,,,,,,5,,3,,3,,3,10,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,3,2,1,3,3,19,3,35,3,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,2,8,3,16,19,15,22,15,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,,5,"inaccessible a cause  de leau"
189,8,1,1,1,1,1,1,1,1,33,,1600,2,4,,,,,,,,,,,,,,,,,,,,,,2,,3,,2,,1,30,2,,,,,,2,,2,,,,,,,,,,,,,,1,0,,0,,1,3,0,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,2,25000,0,,,0,,,0,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,4,1,0.2201,,
189,8,1,1,3,1,1,1,1,1,4,,4900,2,1,,1,2,,7,,,,,,,,,,,,,,2,,,1,,3,,2,,1,30,2,,,,,,2,,2,,,,,,,,,,,,,,1,0,,0,,1,3,0,,1,3,1,14,2,3,4,2,19,2,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,1,12,2,8,3,10,4,15,19,12,22,15,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,4,1,0.725,,
189,9,1,1,2,1,1,2,,1,4,,0.5,2,1,,1,2,,2,,1,,,,,,,,1,9,1,9,2,,,1,,3,,2,,1,35,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,6,1,6,2,6,4,6,13,6,21,6,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,3,2,3,4,3,21,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.45009,,
189,9,1,1,1,1,1,2,,1,11,,0.8,2,1,,1,2,,2,,1,,,,,,,,1,9,1,9,2,,,1,,3,,2,,1,35,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,5,1,5,2,5,4,5,21,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,2,3,4,3,21,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.480019,,
189,10,1,1,1,2,1,1,1,1,11,,0.5,1,1,,1,2,,2,,1,,,,,,,,1,,1,,2,,,1,,3,,2,,1,30,2,,,,,,2,,2,,,,,,,,,,,,,,1,0,,0,,1,3,0,,1,2,1,1,2,1,5,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,1,5,2,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,5,3,30000,0,,,0,,,0,,,2,,,,,,,,,,,,,2,1,0.4475,,
189,10,1,1,1,1,1,1,1,1,4,,0.5,1,1,,1,2,,2,,1,,,,,,,,1,,1,,2,,,1,,3,,2,,1,30,2,,,,,,2,,2,,,,,,,,,,,,,,1,0,,0,,1,3,0,,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,1,5,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,5,3,30000,0,,,0,,,0,,,2,,,,,,,,,,,,,3,1,0.4476,,
189,11,1,1,1,1,1,1,1,1,4,,1,1,1,,1,2,,2,,1,,,,,,,,1,,1,,2,,,1,,3,,2,,1,30,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,10,1,10,5,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,10,3,15,5,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.04455,,
189,11,1,1,1,2,1,1,1,1,11,,1,1,1,,1,2,,2,,1,,,,,,,,1,,1,,2,,,1,,3,,2,,1,30,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,10,1,5,5,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,1,10,3,15,5,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.0477,,
189,12,1,1,1,1,2,1,2,2,8,,0.5,2,2,,,,,,,,,,,,,,,,,,,,,,1,,3,,2,,1,30,1,5,"ramassage",20,1,,2,,1,2,50,1,,0,,,0,,,0,,,2,,,,,,,,,1,5,2,5,7,5,8,5,10,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,5,7,5,8,5,10,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,0,2,5,0,6,5,0,0,,,1,5,4,0,3,3,0,6,4,0,2,3,0,2,,,,,,,,,,,,,2,1,0.092591,,
191,2,1,1,1,1,1,1,1,2,4,,0.25,1,1,,1,2,,2,,1,,,,,,,,1,33,1,33,2,,,1,,2,,2,,1,59,2,,,,,,2,,2,,,,,,,,,,,,,,1,0,,1,4,0,,0,,1,4,1,2,4,5,11,4,12,4,25,5,33,4,34,4,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,1,5,4,8,11,8,12,5,22,8,33,8,34,8,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.179,,
191,2,1,1,2,1,33,1,33,1,8,,0.25,1,4,,,,,,,,,,,,,,,,,,,,,,1,,3,,2,,1,67,2,,,,,,2,,2,,,,,,,,,,,,,,1,0,,1,4,0,,0,,1,3,1,2,4,2,11,2,12,3,33,3,34,3,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,6,4,6,11,5,12,6,33,6,34,6,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.1855,,
191,3,1,1,1,1,1,1,1,1,3,,0.5,1,2,,,,,,,,,,,,,,,,,,,,,,2,,3,,2,,1,5,2,,,,,,2,,1,2,50,1,,0,,,50,1,,0,,,1,0,,0,,1,3,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,2,6000,0,,,0,,,0,,,2,,,,,,,,,,,,,1,10,3,3000,0,,,0,,,0,,,2,1,0.352,,
191,3,1,1,1,2,1,1,1,1,8,,0.5,1,1,,1,1,,2,,1,,,,,,,,1,,1,,2,,,2,,3,,2,,1,20,2,,,,,,2,,1,2,0,,,0,,,25,1,,0,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,2,6000,0,,,0,,,0,,,1,10,2,6000,0,,,0,,,0,,,1,10,2,3000,0,,,0,,,0,,,2,1,0.3314,,
191,4,1,1,1,1,1,1,1,2,8,,0.5,1,1,,1,2,,2,,1,,,,,,,,1,,1,,2,,,5,,3,,2,,1,20,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,30,1,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.2605,,
191,7,1,1,1,1,1,1,2,2,4,,0.5,1,1,,3,2,,2,,2,3,,,,,,,2,3,2,3,2,,,4,,3,,2,,1,15,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,4,2,4,3,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,2,10,3,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,,5,"inaccessible"
191,9,1,1,1,1,1,2,,1,4,,0.25,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,1,,3,,2,,2,120,2,,,,,,2,,2,,,,,,,,,,,,,,1,0,,0,,50,1,0,,1,15,1,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.285,,
191,9,1,1,2,1,8,1,8,2,1,,0.25,1,2,,,,,,,,,,,,,,,,,,,,,,1,,3,,2,,1,120,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,0.4398,,
192,1,2,1,1,1,1,1,1,1,3,,0.25,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,2,,3,,5,,1,30,2,,,,,,2,,1,2,1,3,,0,,,0,,,0,,,1,0,,0,,1,3,1,3,1,3,1,3,2,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,1,3,2,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,3,3,0,0,,,0,,,0,,,2,,,,,,,,,,,,,4,1,0.16,,
192,2,2,1,1,1,4,2,,1,3,,0.5,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,2,,3,,5,,2,20,2,,,,,,2,,1,2,50,1,,0,,,0,,,50,1,,1,0,,0,,1,3,0,,1,6,1,6,4,3,13,3,14,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,1,60,4,5,13,5,14,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,0.151,,
192,3,2,1,1,1,2,1,2,1,3,,20,2,1,,2,4,,7,,,,,,,,,,,,,,2,,,1,,3,,2,,1,59,2,,,,,,2,,1,2,50,1,,0,,,0,,,0,,,1,0,,0,,1,3,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,6,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,4,1,0.1734,,
192,3,2,1,2,1,6,1,6,1,3,,20,2,1,,6,4,,7,,,,,,,,,,,,,,2,,,1,,3,,2,,1,59,2,,,,,,2,,1,2,50,1,,0,,,0,,,0,,,1,0,,0,,1,3,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,6,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,4,1,0.16,,
192,5,2,1,1,1,2,1,2,1,4,,0.7,1,1,,2,2,,2,,2,,,,,,,,1,,1,,2,,,4,,3,,3,,1,59,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,,4,
192,5,2,1,2,1,2,1,2,1,3,,0.24,1,1,,1,2,,2,,1,,,,,,,,1,,1,,2,,,1,,3,,3,,1,120,2,,,,,,2,,1,2,50,1,,0,,,0,,,50,1,,1,0,,0,,2,2,0,,1,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,0.24,,
192,6,2,1,1,1,1,1,1,1,3,,20,2,1,,1,2,,7,,,,,,,,,,,,,,2,,,2,,3,,5,,1,5,1,5,"don",1,3,,2,,1,2,50,1,,0,,,0,,,25,1,,1,0,,0,,1,4,0,,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,3,7,0,0,,,0,,,0,,,4,1,0.1146,,
192,6,2,1,2,1,1,1,1,1,4,,20,2,1,,1,2,,7,,,,,,,,,,,,,,2,,,1,,3,,5,,1,5,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,2,,1,
192,7,2,1,2,1,1,1,9,1,4,,0.2,1,1,,1,2,,7,,,,,,,,,,,,,,2,,,1,,3,,2,,1,160,2,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,1,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,9,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,4,2,,4,
